date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
22/2/2021,47,0,47,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,47,0,47,47,0,47,,,
23/2/2021,532,0,532,579,0,579,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,532,0,532,579,0,579,,,
24/2/2021,0,0,0,579,0,579,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,579,0,579,,,
25/2/2021,0,0,0,579,0,579,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,0,579,0,579,,,
26/2/2021,6044,0,6044,6623,0,6623,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,6044,0,6044,6623,0,6623,,,
27/2/2021,7039,0,7039,13662,0,13662,1,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,7040,0,7040,13663,0,13663,,,
28/2/2021,7015,0,7015,20677,0,20677,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,7015,0,7015,20678,0,20678,,,
1/3/2021,6408,0,6408,27085,0,27085,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,6408,0,6408,27086,0,27086,,,
2/3/2021,13071,0,13071,40156,0,40156,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,13071,0,13071,40157,0,40157,,,
3/3/2021,11666,0,11666,51822,0,51822,2,0,2,3,0,3,0,0,0,0,0,0,,,,,,,,,,11668,0,11668,51825,0,51825,,,
4/3/2021,10389,0,10389,62211,0,62211,0,0,0,3,0,3,0,0,0,0,0,0,8805,8805,,,,,,,,10389,0,10389,62214,0,62214,8805,,8805
5/3/2021,10138,0,10138,72349,0,72349,0,0,0,3,0,3,0,0,0,0,0,0,9389,9389,,,,,,,,10138,0,10138,72352,0,72352,9390,,9390
6/3/2021,11319,336,11655,83668,336,84004,1,0,1,4,0,4,0,0,0,0,0,0,10001,10049,,,,,,,,11320,336,11656,83672,336,84008,10001,,10049
7/3/2021,8120,871,8991,91788,1207,92995,1,0,1,5,0,5,0,0,0,0,0,0,10159,10331,,,,,,,,8121,871,8992,91793,1207,93000,10159,,10332
8/3/2021,9902,923,10825,101690,2130,103820,0,0,0,5,0,5,0,0,0,0,0,0,10658,10962,,,,,,,,9902,923,10825,101695,2130,103825,10658,,10963
9/3/2021,8797,878,9675,110487,3008,113495,1,0,1,6,0,6,0,0,0,0,0,0,10047,10477,,,,,,,,8798,878,9676,110493,3008,113501,10048,,10478
10/3/2021,11001,6020,17021,121488,9028,130516,1,0,1,7,0,7,0,0,0,0,0,0,9952,11242,,,,,,,,11002,6020,17022,121495,9028,130523,9953,,11243
11/3/2021,9597,5763,15360,131085,14791,145876,0,0,0,7,0,7,0,0,0,0,0,0,9839,11952,,,,,,,,9597,5763,15360,131092,14791,145883,9840,,11953
12/3/2021,9594,6728,16322,140679,21519,162198,0,0,0,7,0,7,0,0,0,0,0,0,9761,12836,,,,,,,,9594,6728,16322,140686,21519,162205,9762,,12836
13/3/2021,8554,6326,14880,149233,27845,177078,1,0,1,8,0,8,0,0,0,0,0,0,9366,13296,,,,,,,,8555,6326,14881,149241,27845,177086,9367,,13297
14/3/2021,7940,5680,13620,157173,33525,190698,0,0,0,8,0,8,0,0,0,0,0,0,9341,13958,,,,,,,,7940,5680,13620,157181,33525,190706,9341,,13958
15/3/2021,8966,6397,15363,166139,39922,206061,0,0,0,8,0,8,0,0,0,0,0,0,9207,14606,,,,,,,,8966,6397,15363,166147,39922,206069,9207,,14606
16/3/2021,10228,13099,23327,176367,53021,229388,0,0,0,8,0,8,0,0,0,0,0,0,9411,16556,7145,,,,,,,10228,13099,23327,176375,53021,229396,9412,7145,16556
17/3/2021,13248,11352,24600,189615,64373,253988,1,0,1,9,0,9,0,0,0,0,0,0,9732,17639,7906,,,,,,,13249,11352,24601,189624,64373,253997,9733,7906,17639
18/3/2021,11848,10778,22626,201463,75151,276614,1,0,1,10,0,10,0,0,0,0,0,0,10054,18677,8623,,,,,,,11849,10778,22627,201473,75151,276624,10054,8623,18677
19/3/2021,11795,15809,27604,213258,90960,304218,0,0,0,10,0,10,0,0,0,0,0,0,10368,20289,9920,,,,,,,11795,15809,27604,213268,90960,304228,10369,9920,20289
20/3/2021,11325,15043,26368,224583,106003,330586,0,0,0,10,0,10,0,0,0,0,0,0,10764,21930,11165,,,,,,,11325,15043,26368,224593,106003,330596,10765,11165,21930
21/3/2021,9084,14736,23820,233667,120739,354406,0,0,0,10,0,10,0,0,0,0,0,0,10928,23387,12459,,,,,,,9084,14736,23820,233677,120739,354416,10928,12459,23387
22/3/2021,10128,15084,25212,243795,135823,379618,42,1,43,52,1,53,0,0,0,0,0,0,11094,24794,13700,,,,,,,10170,15085,25255,243847,135824,379671,11100,13700,24800
23/3/2021,9018,14420,23438,252813,150243,403056,395,0,395,447,1,448,0,0,0,0,0,0,10921,24810,13889,,,,,,,9413,14420,23833,253260,150244,403504,10984,13889,24873
24/3/2021,8662,1081,9743,261475,151324,412799,32,0,32,479,1,480,0,0,0,0,0,0,10266,22687,12422,,,,,,,8694,1081,9775,261954,151325,413279,10333,12422,22755
25/3/2021,8192,0,8192,269667,151324,420991,28,0,28,507,1,508,0,0,0,0,0,0,9743,20625,10882,,,,,,,8220,0,8220,270174,151325,421499,9814,10882,20696
26/3/2021,8519,0,8519,278186,151324,429510,5198,0,5198,5705,1,5706,0,0,0,0,0,0,9275,17899,8623,,,,,,,13717,0,13717,283891,151325,435216,10089,8624,18713
27/3/2021,7732,0,7732,285918,151324,437242,6308,0,6308,12013,1,12014,0,0,0,0,0,0,8762,15237,6474,,,,,,,14040,0,14040,297931,151325,449256,10477,6475,16951
28/3/2021,6635,0,6635,292553,151324,443877,6539,0,6539,18552,1,18553,0,0,0,0,0,0,8412,12782,4369,,,,,,,13174,0,13174,311105,151325,462430,11061,4369,15431
29/3/2021,6618,0,6618,299171,151324,450495,6053,0,6053,24605,1,24606,0,0,0,0,0,0,7911,10125,2214,,,,,,,12671,0,12671,323776,151325,475101,11418,2214,13633
30/3/2021,5405,0,5405,304576,151324,455900,9790,0,9790,34395,1,34396,0,0,0,0,0,0,7395,7549,154,,,,,,,15195,0,15195,338971,151325,490296,12244,154,12399
31/3/2021,5133,0,5133,309709,151324,461033,9648,0,9648,44043,1,44044,0,0,0,0,0,0,6891,6891,0,,,,,,,14781,0,14781,353752,151325,505077,13114,0,13114
1/4/2021,5224,0,5224,314933,151324,466257,10055,0,10055,54098,1,54099,0,0,0,0,0,0,6467,6467,0,7656,7656,,,,,15279,0,15279,369031,151325,520356,14122,0,14122
2/4/2021,5143,0,5143,320076,151324,471400,5718,0,5718,59816,1,59817,0,0,0,0,0,0,5984,5984,0,7730,7730,,,,,10861,0,10861,379892,151325,531217,13714,0,13714
3/4/2021,3625,0,3625,323701,151324,475025,9124,0,9124,68940,1,68941,0,0,0,0,0,0,5398,5398,0,8132,8132,,,,,12749,0,12749,392641,151325,543966,13530,0,13530
4/4/2021,3803,26,3829,327504,151350,478854,7623,632,8255,76563,633,77196,0,0,0,0,0,0,4993,4997,4,8287,8378,,,,,11426,658,12084,404067,151983,556050,13280,94,13374
5/4/2021,2851,5248,8099,330355,156598,486953,6569,6497,13066,83132,7130,90262,0,0,0,0,0,0,4455,5208,753,8361,9379,,,,,9420,11745,21165,413487,163728,577215,12816,1772,14588
6/4/2021,2682,13035,15717,333037,169633,502670,6249,16802,23051,89381,23932,113313,0,0,0,0,0,0,4066,6681,2616,7855,11274,,,,,8931,29837,38768,422418,193565,615983,11921,6034,17955
7/4/2021,3074,10256,13330,336111,179889,516000,14739,15716,30455,104120,39648,143768,0,0,0,0,0,0,3772,7852,4081,8582,14246,,,,,17813,25972,43785,440231,219537,659768,12354,9745,22099
8/4/2021,3297,10159,13456,339408,190048,529456,12159,14902,27061,116279,54550,170829,0,0,0,0,0,0,3496,9028,5532,8883,16676,,,,,15456,25061,40517,455687,244598,700285,12379,13325,25704
9/4/2021,3450,10701,14151,342858,200749,543607,11597,18984,30581,127876,73534,201410,0,0,0,0,0,0,3255,10315,7061,9723,20228,,,,,15047,29685,44732,470734,274283,745017,12977,17565,30543
10/4/2021,3259,13042,16301,346117,213791,559908,9962,20252,30214,137838,93786,231624,0,0,0,0,0,0,3202,12126,8924,9843,23240,,,,,13221,33294,46515,483955,307577,791532,13045,22322,35367
11/4/2021,2499,16511,19010,348616,230302,578918,8858,15474,24332,146696,109260,255956,0,0,0,0,0,0,3016,14295,11279,10019,25537,15518,,,,11357,31985,43342,495312,339562,834874,13035,26797,39832
12/4/2021,3152,15464,18616,351768,245766,597534,9494,15242,24736,156190,124502,280692,0,0,0,0,0,0,3059,15797,12738,10437,27204,16767,,,,12646,30706,43352,507958,370268,878226,13496,29506,43002
13/4/2021,3750,14105,17855,355518,259871,615389,9460,13395,22855,165650,137897,303547,0,0,0,0,0,0,3212,16103,12891,10896,27176,16281,,,,13210,27500,40710,521168,397768,918936,14107,29172,43279
14/4/2021,3910,13045,16955,359428,272916,632344,11770,3434,15204,177420,141331,318751,0,0,0,0,0,0,3331,16621,13290,10471,24998,14526,,,,15680,16479,32159,536848,414247,951095,13802,27816,41618
15/4/2021,3976,12659,16635,363404,285575,648979,11297,2051,13348,188717,143382,332099,0,0,0,0,0,0,3428,17075,13647,10348,23039,12690,,,,15273,14710,29983,552121,428957,981078,13776,26337,40113
16/4/2021,4542,18344,22886,367946,303919,671865,11922,1947,13869,200639,145329,345968,0,0,0,0,0,0,3584,18323,14739,10395,20651,10256,,,,16464,20291,36755,568585,449248,1017833,13979,24995,38974
17/4/2021,4018,21431,25449,371964,325350,697314,12075,1902,13977,212714,147231,359945,0,0,0,0,0,0,3692,19629,15937,10697,18332,7635,,,,16093,23333,39426,584678,472581,1057259,14389,23572,37961
18/4/2021,3583,18986,22569,375547,344336,719883,10380,882,11262,223094,148113,371207,0,0,0,0,0,0,3847,20138,16291,10914,16464,5550,,,,13963,19868,33831,598641,492449,1091090,14761,21841,36602
19/4/2021,4974,16515,21489,380521,360851,741372,10270,713,10983,233364,148826,382190,0,0,0,0,0,0,4108,20548,16441,11025,14500,3475,,,,15244,17228,32472,613885,509677,1123562,15132,19916,35048
20/4/2021,4616,12672,17288,385137,373523,758660,8563,236,8799,241927,149062,390989,0,0,0,0,0,0,4231,20467,16236,10897,12492,1595,,,,13179,12908,26087,627064,522585,1149649,15128,17831,32959
21/4/2021,3888,11324,15212,389025,384847,773872,8069,160,8229,249996,149222,399218,0,0,0,0,0,0,4228,20218,15990,10368,11495,1127,,,,11957,11484,23441,639021,534069,1173090,14596,17117,31714
22/4/2021,3832,11560,15392,392857,396407,789264,7992,166,8158,257988,149388,407376,0,0,0,0,0,0,4208,20041,15833,9896,10754,858,,,,11824,11726,23550,650845,545795,1196640,14103,16691,30795
23/4/2021,4327,13120,17447,397184,409527,806711,8612,173,8785,266600,149561,416161,0,0,0,0,0,0,4177,19264,15087,9423,10028,605,,,,12939,13293,26232,663784,559088,1222872,13600,15691,29291
24/4/2021,4499,17030,21529,401683,426557,828240,8519,140,8659,275119,149701,424820,0,0,0,0,0,0,4246,18704,14458,8915,9268,353,,,,13018,17170,30188,676802,576258,1253060,13161,14811,27972
25/4/2021,3678,10745,14423,405361,437302,842663,7558,130,7688,282677,149831,432508,0,0,0,0,0,0,4259,17540,13281,8512,8757,245,,,,11236,10875,22111,688038,587133,1275171,12771,13526,26297
26/4/2021,4351,12906,17257,409712,450208,859920,6842,2923,9765,289519,152754,442273,0,0,0,0,0,0,4170,16935,12765,8022,8583,561,,,,11193,15829,27022,699231,602962,1302193,12192,13326,25519
27/4/2021,4323,8121,12444,414035,458329,872364,5308,6916,12224,294827,159670,454497,0,1,1,0,1,1,4128,16243,12115,7557,9073,1515,,,,9631,15038,24669,708862,618000,1326862,11685,13631,25316
28/4/2021,4681,7107,11788,418716,465436,884152,5150,7946,13096,299977,167616,467593,0,0,0,0,1,1,4242,15754,11513,7140,9768,2628,,,,9831,15053,24884,718693,633053,1351746,11382,14141,25522
29/4/2021,4958,7883,12841,423674,473319,896993,4859,8055,12914,304836,175671,480507,0,0,0,0,1,1,4402,15390,10987,6693,10447,3755,,,,9817,15938,25755,728510,648991,1377501,11095,14742,25837
30/4/2021,6530,12777,19307,430204,486096,916300,5821,11144,16965,310657,186815,497472,0,0,0,0,1,1,4717,15656,10938,6294,11616,5322,,,,12351,23921,36272,740861,672912,1413773,11011,16261,27272
1/5/2021,4544,15535,20079,434748,501631,936379,4838,15723,20561,315495,202538,518033,0,0,0,0,1,1,4724,15448,10725,5768,13316,7548,,,,9382,31258,40640,750243,704170,1454413,10492,18273,28765
2/5/2021,4000,11750,15750,438748,513381,952129,4635,17133,21768,320130,219671,539801,0,0,0,0,1,1,4770,15638,10868,5350,15328,9977,,,,8635,28883,37518,758878,733053,1491931,10120,20846,30966
3/5/2021,7026,12764,19790,445774,526145,971919,2524,15409,17933,322654,235080,557734,0,0,0,0,1,1,5152,16000,10848,4734,16494,11761,,,,9550,28173,37723,768428,761226,1529654,9885,22609,32494
4/5/2021,6327,11504,17831,452101,537649,989750,2198,13154,15352,324852,248234,573086,0,0,0,0,1,1,5438,16769,11331,4289,16941,12652,,,,8525,24658,33183,776953,785884,1562837,9727,23983,33711
5/5/2021,5624,10036,15660,457725,547685,1005410,2865,12251,15116,327717,260485,588202,0,0,0,0,1,1,5573,17323,11750,3963,17230,13267,,,,8489,22287,30776,785442,808171,1593613,9536,25017,34552
6/5/2021,5104,10692,15796,462829,558377,1021206,2988,11656,14644,330705,272141,602846,0,0,0,0,1,1,5594,17745,12151,3696,17477,13781,,,,8092,22348,30440,793534,830519,1624053,9289,25933,35222
7/5/2021,5387,11757,17144,468216,570134,1038350,3530,17634,21164,334235,289775,624010,0,0,0,0,1,1,5430,17436,12005,3368,18077,14709,,,,8917,29391,38308,802451,859910,1662361,8799,26714,35513
8/5/2021,4906,12246,17152,473122,582380,1055502,3993,20943,24936,338228,310718,648946,0,0,0,0,1,1,5482,17018,11536,3248,18702,15454,,,,8899,33189,42088,811350,893099,1704449,8730,26990,35719
9/5/2021,3786,12155,15941,476908,594535,1071443,3282,17996,21278,341510,328714,670224,0,0,0,0,1,1,5451,17045,11593,3054,18632,15578,,,,7068,30151,37219,818418,923250,1741668,8506,27171,35677
10/5/2021,4877,10866,15743,481785,605401,1087186,3096,16049,19145,344606,344763,689369,0,0,0,0,1,1,5144,16467,11322,3136,18805,15669,,,,7973,26915,34888,826391,950165,1776556,8280,26991,35272
11/5/2021,4166,9058,13224,485951,614459,1100410,3460,11827,15287,348066,356590,704656,0,0,0,0,1,1,4836,15809,10973,3316,18796,15479,,,,7626,20885,28511,834017,971050,1805067,8152,26452,34604
12/5/2021,3866,7801,11667,489817,622260,1112077,3452,10670,14122,351518,367260,718778,0,0,0,0,1,1,4585,15238,10654,3400,18654,15254,,,,7318,18471,25789,841335,989521,1830856,7985,25907,33892
13/5/2021,3642,7660,11302,493459,629920,1123379,3757,10719,14476,355275,377979,733254,0,0,0,0,1,1,4376,14596,10220,3510,18630,15120,,,,7399,18379,25778,848734,1007900,1856634,7886,25340,33226
14/5/2021,4299,10376,14675,497758,640296,1138054,4422,12886,17308,359697,390865,750562,0,0,0,0,1,1,4220,14243,10023,3637,18079,14441,,,,8721,23262,31983,857455,1031162,1888617,7858,24465,32322
15/5/2021,4196,11707,15903,501954,652003,1153957,4314,17415,21729,364011,408280,772291,0,0,0,0,1,1,4119,14065,9946,3683,17621,13937,,,,8510,29122,37632,865965,1060284,1926249,7802,23884,31686
16/5/2021,3405,10491,13896,505359,662494,1167853,3798,11136,14934,367809,419416,787225,0,0,0,0,1,1,4064,13773,9708,3757,16714,12957,,,,7203,21627,28830,873168,1081911,1955079,7821,22666,30487
17/5/2021,4470,8107,12577,509829,670601,1180430,4748,11929,16677,372557,431345,803902,0,0,0,0,1,1,4006,13321,9314,3993,16362,12369,,,,9218,20036,29254,882386,1101947,1984333,7999,21683,29682
18/5/2021,5258,7933,13191,515087,678534,1193621,4407,8444,12851,376964,439789,816753,0,0,0,0,1,1,4162,13316,9154,4128,16014,11886,,,,9665,16377,26042,892051,1118324,2010375,8291,21039,29330
19/5/2021,2751,5992,8743,517838,684526,1202364,1884,5540,7424,378848,445329,824177,0,0,0,0,1,1,4003,12898,8895,3904,15057,11153,,,,4635,11532,16167,896686,1129856,2026542,7907,20048,27955
20/5/2021,4063,6695,10758,521901,691221,1213122,4766,8259,13025,383614,453588,837202,0,0,0,0,1,1,4063,12820,8757,4048,14850,10801,,,,8829,14954,23783,905515,1144810,2050325,8112,19559,27670
21/5/2021,5101,8909,14010,527002,700130,1227132,4734,12100,16834,388348,465688,854036,0,0,0,0,1,1,4178,12725,8548,4093,14782,10689,,,,9835,21009,30844,915350,1165819,2081169,8271,19237,27507
22/5/2021,5087,10771,15858,532089,710901,1242990,4834,15958,20792,393182,481646,874828,0,0,0,0,1,1,4305,12719,8414,4167,14648,10481,,,,9921,26729,36650,925271,1192548,2117819,8472,18895,27367
23/5/2021,3964,7843,11807,536053,718744,1254797,3932,13096,17028,397114,494742,891856,0,0,0,0,1,1,4385,12421,8036,4186,14947,10761,,,,7896,20939,28835,933167,1213487,2146654,8571,18797,27368
24/5/2021,5966,6682,12648,542019,725426,1267445,4228,11503,15731,401342,506245,907587,0,0,0,0,1,1,4599,12431,7832,4112,14812,10700,,,,10194,18185,28379,943361,1231672,2175033,8711,18532,27243
25/5/2021,5947,5172,11119,547966,730598,1278564,4003,9938,13941,405345,516183,921528,0,0,0,0,1,1,4697,12135,7438,4054,14968,10913,,,,9950,15110,25060,953311,1246782,2200093,8751,18351,27103
26/5/2021,5801,5410,11211,553767,736008,1289775,4043,8823,12866,409388,525006,934394,0,0,0,0,1,1,5133,12487,7355,4363,15745,11382,,,,9844,14233,24077,963155,1261015,2224170,9496,18737,28233
27/5/2021,6455,6318,12773,560222,742326,1302548,4294,9077,13371,413682,534083,947765,0,0,0,0,1,1,5474,12775,7301,4295,15795,11499,,,,10749,15395,26144,973904,1276410,2250314,9770,18800,28570
28/5/2021,7710,9489,17199,567932,751815,1319747,6056,12743,18799,419738,546826,966564,0,0,0,0,1,1,5847,13231,7384,4484,16075,11591,,,,13766,22232,35998,987670,1298642,2286312,10331,18975,29306
29/5/2021,9616,12840,22456,577548,764655,1342203,4861,15224,20085,424599,562050,986649,0,0,0,0,1,1,6494,14173,7679,4488,15974,11486,,,,14477,28064,42541,1002147,1326706,2328853,10982,19165,30148
30/5/2021,7398,9755,17153,584946,774410,1359356,5263,12760,18023,429862,574810,1004672,0,0,0,0,1,1,6985,14937,7952,4678,16117,11438,,,,12661,22515,35176,1014808,1349221,2364029,11663,19391,31054
31/5/2021,9855,10251,20106,594801,784661,1379462,6211,10152,16363,436073,584962,1021035,0,0,0,0,1,1,7540,16002,8462,4962,16207,11245,,,,16066,20403,36469,1030874,1369624,2400498,12502,19707,32209
1/6/2021,11211,8639,19850,606012,793300,1399312,5612,8103,13715,441685,593065,1034750,0,0,0,0,1,1,8292,17250,8957,5191,16175,10983,,,,16823,16742,33565,1047697,1386366,2434063,13484,19941,33424
2/6/2021,11347,8452,19799,617359,801752,1419111,5446,7255,12701,447131,600320,1047451,0,0,0,0,1,1,9085,18477,9392,5392,16151,10759,,,,16793,15707,32500,1064490,1402073,2466563,14476,20151,34628
3/6/2021,12238,11624,23862,629597,813376,1442973,5085,7270,12355,452216,607590,1059806,0,1,1,0,2,2,9911,20061,10150,5505,16006,10501,,,,17323,18895,36218,1081813,1420968,2502781,15416,20651,36067
4/6/2021,13083,16061,29144,642680,829437,1472117,5314,10493,15807,457530,618083,1075613,0,0,0,0,2,2,10678,21767,11089,5399,15578,10180,,,,18397,26554,44951,1100210,1447522,2547732,16077,21269,37346
5/6/2021,11909,19555,31464,654589,848992,1503581,5536,13516,19052,463066,631599,1094665,0,0,0,0,2,2,11006,23054,12048,5495,15431,9936,,,,17445,33071,50516,1117655,1480593,2598248,16501,21984,38485
6/6/2021,9242,15311,24553,663831,864303,1528134,4133,10650,14783,467199,642249,1109448,0,0,0,0,2,2,11269,24111,12842,5334,14968,9634,,,,13375,25961,39336,1131030,1506554,2637584,16603,22476,39079
7/6/2021,14183,15252,29435,678014,879555,1557569,5020,7697,12717,472219,649946,1122165,0,0,0,0,2,2,11888,25444,13556,5164,14447,9283,,,,19203,22949,42152,1150233,1529503,2679736,17051,22840,39891
8/6/2021,13970,12446,26416,691984,892001,1583985,4224,5840,10064,476443,655786,1132229,0,0,0,0,2,2,12282,26382,14100,4965,13926,8960,,,,18194,18286,36480,1168427,1547789,2716216,17247,23060,40308
9/6/2021,13089,11376,24465,705073,903377,1608450,3736,4664,8400,480179,660450,1140629,0,0,0,0,2,2,12531,27048,14518,4721,13311,8590,,,,16825,16040,32865,1185252,1563829,2749081,17252,23108,40360
10/6/2021,13931,14151,28082,719004,917528,1636532,3651,6499,10150,483830,666949,1150779,0,0,0,0,2,2,12772,27651,14879,4516,12996,8480,,,,17582,20650,38232,1202834,1584479,2787313,17289,23359,40647
11/6/2021,16373,19036,35409,735377,936564,1671941,4414,10611,15025,488244,677560,1165804,0,0,0,0,2,2,13242,28546,15304,4388,12884,8497,,,,20787,29647,50434,1223621,1614126,2837747,17630,23801,41431
12/6/2021,14389,21713,36102,749766,958277,1708043,4695,13347,18042,492939,690907,1183846,0,0,0,0,2,2,13597,29209,15612,4268,12740,8473,,,,19084,35060,54144,1242705,1649186,2891891,17864,24085,41949
13/6/2021,10936,19153,30089,760702,977430,1738132,3550,8861,12411,496489,699768,1196257,0,0,0,0,2,2,13839,30000,16161,4184,12401,8217,,,,14486,28014,42500,1257191,1677200,2934391,18023,24378,42401
14/6/2021,7986,15493,23479,768688,992923,1761611,1956,5054,7010,498445,704822,1203267,0,0,0,0,2,2,12953,29149,16195,3747,11586,7839,,,,9942,20547,30489,1267133,1697747,2964880,16700,24035,40735
15/6/2021,13043,16126,29169,781731,1009049,1790780,5920,6432,12352,504365,711254,1215619,0,0,0,0,2,2,12821,29542,16721,3989,11913,7924,,,,18963,22558,41521,1286096,1720305,3006401,16810,24645,41455
16/6/2021,13844,13345,27189,795575,1022394,1817969,2886,5384,8270,507251,716638,1223889,0,0,0,0,2,2,12929,29931,17002,3867,11894,8027,,,,16730,18729,35459,1302826,1739034,3041860,16796,25029,41826
17/6/2021,14196,15039,29235,809771,1037433,1847204,3801,5867,9668,511052,722505,1233557,0,0,0,0,2,2,12967,30096,17129,3889,11825,7937,,,,17997,20906,38903,1320823,1759940,3080763,16856,25066,41921
