date,firstDose.daily.sinovac,firstDose.daily.biontech,firstDose.daily.total,firstDose.cumulative.sinovac,firstDose.cumulative.biontech,firstDose.cumulative.total,secondDose.daily.sinovac,secondDose.daily.biontech,secondDose.daily.total,secondDose.cumulative.sinovac,secondDose.cumulative.biontech,secondDose.cumulative.total,thirdDose.daily.sinovac,thirdDose.daily.biontech,thirdDose.daily.total,thirdDose.cumulative.sinovac,thirdDose.cumulative.biontech,thirdDose.cumulative.total,firstDose.movingAvg.sinovac,firstDose.movingAvg.total,firstDose.movingAvg.biontech,secondDose.movingAvg.sinovac,secondDose.movingAvg.total,secondDose.movingAvg.biontech,thirdDose.movingAvg.sinovac,thirdDose.movingAvg.total,thirdDose.movingAvg.biontech,totalDose.daily.sinovac,totalDose.daily.biontech,totalDose.daily.total,totalDose.cumulative.sinovac,totalDose.cumulative.biontech,totalDose.cumulative.total,totalDose.movingAvg.sinovac,totalDose.movingAvg.biontech,totalDose.movingAvg.total
18/6/2021,14704,21128,35832,824475,1058561,1883036,5311,9187,14498,516363,731692,1248055,0,0,0,0,2,2,12728,30156,17428,4017,11750,7733,,,,20015,30315,50330,1340838,1790255,3131093,16745,25161,41907
19/6/2021,12138,21217,33355,836613,1079778,1916391,5702,12556,18258,522065,744248,1266313,0,0,0,0,2,2,12407,29764,17357,4161,11781,7620,,,,17840,33773,51613,1358678,1824028,3182706,16568,24977,41545
20/6/2021,7864,16193,24057,844477,1095971,1940448,4601,9301,13902,526666,753549,1280215,0,0,0,0,2,2,11968,28902,16934,4311,11994,7683,,,,12465,25494,37959,1371143,1849522,3220665,16279,24617,40896
21/6/2021,13631,16866,30497,858108,1112837,1970945,5631,9875,15506,532297,763424,1295721,0,0,0,0,2,2,12774,29905,17131,4836,13208,8372,,,,19262,26741,46003,1390405,1876263,3266668,17610,25502,43113
22/6/2021,13831,13972,27803,871939,1126809,1998748,5556,7638,13194,537853,771062,1308915,0,0,0,0,2,2,12887,29710,16823,4784,13328,8544,,,,19387,21610,40997,1409792,1897873,3307665,17671,25367,43038
23/6/2021,12586,14893,27479,884525,1141702,2026227,5333,7872,13205,543186,778934,1322120,0,0,0,0,2,2,12707,29751,17044,5134,14033,8899,,,,17919,22765,40684,1427711,1920638,3348349,17841,25943,43784
24/6/2021,13176,17471,30647,897701,1159173,2056874,5741,10035,15776,548927,788969,1337896,0,0,0,0,2,2,12561,29953,17391,5411,14906,9495,,,,18917,27506,46423,1446628,1948144,3394772,17972,26886,44858
25/6/2021,14945,20486,35431,912646,1179659,2092305,7548,14963,22511,556475,803932,1360407,0,0,0,0,2,2,12596,29896,17300,5730,16050,10320,,,,22493,35449,57942,1469121,1983593,3452714,18326,27620,45946
26/6/2021,10727,19603,30330,923373,1199262,2122635,9515,18714,28229,565990,822646,1388636,0,0,0,0,2,2,12394,29463,17069,6275,17475,11200,,,,20242,38317,58559,1489363,2021910,3511273,18669,28269,46938
27/6/2021,7466,20246,27712,930839,1219508,2150347,7665,14828,22493,573655,837474,1411129,0,0,0,0,2,2,12337,29986,17648,6713,18702,11989,,,,15131,35074,50205,1504494,2056984,3561478,19050,29637,48688
28/6/2021,12098,17226,29324,942937,1236734,2179671,8996,13226,22222,582651,850700,1433351,0,0,0,0,2,2,12118,29818,17700,7193,19661,12468,,,,21094,30452,51546,1525588,2087436,3613024,19312,30168,49479
29/6/2021,13463,19336,32799,956400,1256070,2212470,11229,12042,23271,593880,862742,1456622,0,0,0,0,2,2,12066,30532,18466,8004,21101,13097,,,,24692,31378,56070,1550280,2118814,3669094,20070,31563,51633
30/6/2021,13660,22984,36644,970060,1279054,2249114,11234,12386,23620,605114,875128,1480242,0,0,0,0,2,2,12219,31841,19622,8847,22589,13742,,,,24894,35370,60264,1575174,2154184,3729358,21066,33364,54430
1/7/2021,8008,24701,32709,978068,1303755,2281823,5714,9228,14942,610828,884356,1495184,0,0,0,0,2,2,11481,32136,20655,8843,22470,13627,,,,13722,33929,47651,1588896,2188113,3777009,20324,34281,54605
2/7/2021,12503,22132,34635,990571,1325887,2316458,15665,19815,35480,626493,904171,1530664,0,0,0,0,2,2,11132,32022,20890,10003,24322,14320,,,,28168,41947,70115,1617064,2230060,3847124,21135,35210,56344
3/7/2021,9174,17999,27173,999745,1343886,2343631,12695,21855,34550,639188,926026,1565214,0,0,0,0,2,2,10910,31571,20661,10457,25225,14769,,,,21869,39854,61723,1638933,2269914,3908847,21367,35429,56796
4/7/2021,5870,20957,26827,1005615,1364843,2370458,9829,16292,26121,649017,942318,1591335,0,0,0,0,2,2,10682,31444,20762,10766,25744,14978,,,,15699,37249,52948,1654632,2307163,3961795,21448,35740,57188
5/7/2021,12748,23662,36410,1018363,1388505,2406868,14125,14108,28233,663142,956426,1619568,0,0,0,0,2,2,10775,32457,21682,11499,26602,15104,,,,26873,37770,64643,1681505,2344933,4026438,22274,36785,59059
6/7/2021,11950,22029,33979,1030313,1410534,2440847,12951,12927,25878,676093,969353,1645446,0,0,0,0,2,2,10559,32625,22066,11745,26975,15230,,,,24901,34956,59857,1706406,2379889,4086295,22304,37296,59600
7/7/2021,11362,21723,33085,1041675,1432257,2473932,12111,12078,24189,688204,981431,1669635,0,0,0,0,2,2,10231,32117,21886,11870,27056,15186,,,,23473,33801,57274,1729879,2413690,4143569,22101,37072,59173
8/7/2021,11141,24208,35349,1052816,1456465,2509281,13585,14818,28403,701789,996249,1698038,0,0,0,0,2,2,10678,32494,21816,12994,28979,15985,,,,24726,39026,63752,1754605,2452716,4207321,23673,37800,61473
9/7/2021,11610,20977,32587,1064426,1477442,2541868,15863,21798,37661,717652,1018047,1735699,0,0,0,0,2,2,10551,32201,21651,13023,29291,16268,,,,27473,42775,70248,1782078,2495491,4277569,23573,37919,61492
10/7/2021,7219,16150,23369,1071645,1493592,2565237,15306,25469,40775,732958,1043516,1776474,0,0,0,0,2,2,10271,31658,21387,13396,30180,16784,,,,22525,41619,64144,1804603,2537110,4341713,23667,38171,61838
11/7/2021,4901,21662,26563,1076546,1515254,2591800,11134,17343,28477,744092,1060859,1804951,0,0,0,0,2,2,10133,31620,21487,13582,30517,16934,,,,16035,39005,55040,1820638,2576115,4396753,23715,38422,62137
12/7/2021,12991,23890,36881,1089537,1539144,2628681,8590,16290,24880,752682,1077149,1829831,0,0,0,0,2,2,10168,31688,21520,12791,30038,17246,,,,21581,40180,61761,1842219,2616295,4458514,22959,38766,61725
13/7/2021,11140,24854,35994,1100677,1563998,2664675,11377,12421,23798,764059,1089570,1853629,0,0,0,0,2,2,10052,31975,21923,12567,29740,17174,,,,22517,37275,59792,1864736,2653570,4518306,22619,39097,61716
14/7/2021,9166,24744,33910,1109843,1588742,2698585,11344,12047,23391,775403,1101617,1877020,0,0,0,0,2,2,9738,32093,22355,12457,29626,17169,,,,20510,36791,57301,1885246,2690361,4575607,22195,39524,61720
15/7/2021,9770,23011,32781,1119613,1611753,2731366,13636,16951,30587,789039,1118568,1907607,0,0,0,0,2,2,9542,31726,22184,12464,29938,17474,,,,23406,39962,63368,1908652,2730323,4638975,22007,39658,61665
16/7/2021,10521,21757,32278,1130134,1633510,2763644,15307,21400,36707,804346,1139968,1944314,3,0,3,3,2,5,9387,31682,22295,12385,29802,17417,,,,25831,43157,68988,1934483,2773480,4707963,21772,39713,61485
17/7/2021,7635,18989,26624,1137769,1652499,2790268,14278,22551,36829,818624,1162519,1981143,0,0,0,3,2,5,9446,32147,22701,12238,29238,17000,,,,21913,41540,63453,1956396,2815020,4771416,21685,39701,61386
18/7/2021,5712,20981,26693,1143481,1673480,2816961,9674,18952,28626,828298,1181471,2009769,0,0,0,3,2,5,9562,32166,22604,12029,29260,17230,,,,15386,39933,55319,1971782,2854953,4826735,21592,39834,61426
19/7/2021,10535,25873,36408,1154016,1699353,2853369,13118,15622,28740,841416,1197093,2038509,0,0,0,3,2,5,9211,32098,22887,12676,29811,17135,,,,23653,41495,65148,1995435,2896448,4891883,21888,40022,61910
20/7/2021,9463,25253,34716,1163479,1724606,2888085,12634,14350,26984,854050,1211443,2065493,0,0,0,3,2,5,8972,31916,22944,12856,30266,17410,,,,22097,39603,61700,2017532,2936051,4953583,21828,40354,62182
21/7/2021,8736,25741,34477,1172215,1750347,2922562,11747,14592,26339,865797,1226035,2091832,0,0,0,3,2,5,8910,31997,23086,12913,30687,17774,,,,20483,40333,60816,2038015,2976384,5014399,21824,40860,62685
22/7/2021,9371,23765,33136,1181586,1774112,2955698,12803,18326,31129,878600,1244361,2122961,0,0,0,3,2,5,8853,32047,23194,12794,30765,17970,,,,22174,42091,64265,2060189,3018475,5078664,21648,41165,62813
23/7/2021,10097,16781,26878,1191683,1790893,2982576,15247,28657,43904,893847,1273018,2166865,0,1,1,3,3,6,8793,31276,22483,12786,31793,19007,,,,25344,45439,70783,2085533,3063914,5149447,21579,41491,63069
24/7/2021,8889,15137,24026,1200572,1806030,3006602,12067,28453,40520,905914,1301471,2207385,0,0,0,3,3,6,8972,30905,21933,12470,32320,19850,,,,20956,43590,64546,2106489,3107504,5213993,21442,41783,63225
25/7/2021,5970,19507,25477,1206542,1825537,3032079,8004,22526,30530,913918,1323997,2237915,8,0,8,11,3,14,9009,30731,21722,12231,32592,20361,,,,13982,42033,56015,2120471,3149537,5270008,21241,42083,63325
26/7/2021,11233,21736,32969,1217775,1847273,3065048,11854,21894,33748,925772,1345891,2271663,0,0,0,11,3,14,9108,30240,21131,12051,33308,21257,,,,23087,43630,66717,2143558,3193167,5336725,21160,42388,63549
27/7/2021,10370,24173,34543,1228145,1871446,3099591,11576,18762,30338,937348,1364653,2302001,0,0,0,11,3,14,9238,30215,20977,11900,33787,21887,,,,21946,42935,64881,2165504,3236102,5401606,21139,42864,64003
28/7/2021,10242,22702,32944,1238387,1894148,3132535,11466,18807,30273,948814,1383460,2332274,0,0,0,11,3,14,9453,29996,20543,11860,34349,22489,,,,21708,41509,63217,2187212,3277611,5464823,21314,43032,64346
29/7/2021,11509,21626,33135,1249896,1915774,3165670,8302,21646,29948,957116,1405106,2362222,0,0,0,11,3,14,9759,29996,20237,11217,34180,22964,,,,19811,43272,63083,2207023,3320883,5527906,20976,43201,64177
30/7/2021,11197,20487,31684,1261093,1936261,3197354,14025,24586,38611,971141,1429692,2400833,0,0,0,11,3,14,9916,30683,20767,11042,33424,22382,,,,25222,45073,70295,2232245,3365956,5598201,20959,43149,64108
31/7/2021,8558,21389,29947,1269651,1957650,3227301,12212,22868,35080,983353,1452560,2435913,0,0,0,11,3,14,9868,31528,21660,11063,32647,21584,,,,20770,44257,65027,2253015,3410213,5663228,20932,43244,64176
1/8/2021,6250,22456,28706,1275901,1980106,3256007,7346,19737,27083,990699,1472297,2462996,7,0,7,18,3,21,9908,31990,22081,10969,32154,21186,,,,13603,42193,55796,2266618,3452406,5719024,20878,43267,64145
2/8/2021,12999,23478,36477,1288900,2003584,3292484,11821,20749,32570,1002520,1493046,2495566,0,0,0,18,3,21,10161,32491,22330,10964,31986,21022,,,,24820,44227,69047,2291438,3496633,5788071,21126,43352,64478
3/8/2021,13650,24707,38357,1302550,2028291,3330841,10982,19579,30561,1013502,1512625,2526127,0,0,0,18,3,21,10629,33036,22406,10879,32018,21139,,,,24632,44286,68918,2316070,3540919,5856989,21509,43545,65055
4/8/2021,10476,24732,35208,1313026,2053023,3366049,10466,19758,30224,1023968,1532383,2556351,0,0,0,18,3,21,10663,33359,22696,10736,32011,21275,,,,20942,44490,65432,2337012,3585409,5922421,21400,43971,65371
5/8/2021,10635,24777,35412,1323661,2077800,3401461,10736,21045,31781,1034704,1553428,2588132,1,0,1,19,3,22,10538,33684,23147,11084,32273,21189,,,,21372,45822,67194,2358384,3631231,5989615,21623,44335,65958
6/8/2021,11427,21270,32697,1335088,2099070,3434158,12176,25656,37832,1046880,1579084,2625964,0,0,0,19,3,22,10571,33829,23258,10820,32162,21342,,,,23603,46926,70529,2381987,3678157,6060144,21392,44600,65992
7/8/2021,9734,19900,29634,1344822,2118970,3463792,9132,25843,34975,1056012,1604927,2660939,0,0,0,19,3,22,10739,33784,23046,10380,32147,21767,,,,18866,45743,64609,2400853,3723900,6124753,21120,44812,65932
8/8/2021,5778,24281,30059,1350600,2143251,3493851,5475,19846,25321,1061487,1624773,2686260,3,0,3,22,3,25,10671,33978,23306,10113,31895,21782,,,,11256,44127,55383,2412109,3768027,6180136,20784,45089,65873
9/8/2021,10334,24499,34833,1360934,2167750,3528684,12181,21698,33879,1073668,1646471,2720139,0,0,0,22,3,25,10291,33743,23452,10164,32082,21918,,,,22515,46197,68712,2434624,3814224,6248848,20455,45370,65825
10/8/2021,9889,26875,36764,1370823,2194625,3565448,10227,19830,30057,1083895,1666301,2750196,0,0,0,22,3,25,9753,33515,23762,10056,32010,21954,,,,20116,46705,66821,2454740,3860929,6315669,19810,45716,65526
11/8/2021,9789,26353,36142,1380612,2220978,3601590,8798,20551,29349,1092693,1686852,2779545,0,1,1,22,4,26,9655,33649,23994,9818,31885,22067,,,,18587,46905,65492,2473327,3907834,6381161,19474,46061,65534
12/8/2021,9944,23204,33148,1390556,2244182,3634738,9735,23106,32841,1102428,1709958,2812386,0,0,0,22,4,26,9556,33325,23769,9675,32036,22361,,,,19679,46310,65989,2493006,3954144,6447150,19232,46130,65362
13/8/2021,9895,23619,33514,1400451,2267801,3668252,10956,24047,35003,1113384,1734005,2847389,0,0,0,22,4,26,9338,33442,24104,9501,31632,22132,,,,20851,47666,68517,2513857,4001810,6515667,18839,46236,65075
14/8/2021,8197,22210,30407,1408648,2290011,3698659,9149,24514,33663,1122533,1758519,2881052,0,1,1,22,5,27,9118,33552,24434,9503,31445,21942,,,,17346,46725,64071,2531203,4048535,6579738,18621,46376,64998
15/8/2021,4797,24811,29608,1413445,2314822,3728267,6284,19456,25740,1128817,1777975,2906792,0,0,0,22,5,27,8978,33488,24510,9619,31505,21886,,,,11081,44267,55348,2542284,4092802,6635086,18596,46396,64993
16/8/2021,9113,26303,35416,1422558,2341125,3763683,10264,19355,29619,1139081,1797330,2936411,0,0,0,22,5,27,8803,33571,24768,9345,30896,21551,,,,19377,45658,65035,2561661,4138460,6700121,18148,46319,64468
17/8/2021,8505,25256,33761,1431063,2366381,3797444,8479,19191,27670,1147560,1816521,2964081,1,0,1,23,5,28,8606,33142,24537,9095,30555,21460,,,,16985,44447,61432,2578646,4182907,6761553,17701,45997,63698
18/8/2021,7616,24715,32331,1438679,2391096,3829775,8576,19107,27683,1156136,1835628,2991764,15,16,31,38,21,59,8295,32598,24303,9063,30317,21254,,,,16207,43838,60045,2594853,4226745,6821598,17361,45559,62920
19/8/2021,7573,21169,28742,1446252,2412265,3858517,8882,22017,30899,1165018,1857645,3022663,0,0,0,38,21,59,7957,31968,24012,8941,30040,21098,,,,16455,43186,59641,2611308,4269931,6881239,16900,45112,62013
20/8/2021,8071,18196,26267,1454323,2430461,3884784,10644,26165,36809,1175662,1883810,3059472,1,0,1,39,21,60,7696,30933,23237,8897,30298,21401,,,,18716,44361,63077,2630024,4314292,6944316,16595,44640,61236
21/8/2021,6226,15932,22158,1460549,2446393,3906942,9809,27680,37489,1185471,1911490,3096961,0,3,3,39,24,63,7414,29755,22340,8991,30844,21853,,,,16035,43615,59650,2646059,4357907,7003966,16408,44196,60604
22/8/2021,3537,18447,21984,1464086,2464840,3928926,6359,21915,28274,1191830,1933405,3125235,41,0,41,80,24,104,7234,28666,21431,9002,31206,22204,,,,9937,40362,50299,2655996,4398269,7054265,16245,43638,59883
23/8/2021,7503,19516,27019,1471589,2484356,3955945,10847,21978,32825,1202677,1955383,3158060,0,0,0,80,24,104,7004,27466,20462,9085,31664,22579,,,,18350,41494,59844,2674346,4439763,7114109,16098,43043,59141
24/8/2021,6914,20299,27213,1478503,2504655,3983158,9398,20363,29761,1212075,1975746,3187821,15,10,25,95,34,129,6777,26531,19753,9216,31963,22746,,,,16327,40672,56999,2690673,4480435,7171108,16004,42504,58508
25/8/2021,6230,18772,25002,1484733,2523427,4008160,9593,21757,31350,1221668,1997503,3219171,0,0,0,95,34,129,6579,25484,18904,9362,32487,23125,,,,15823,40529,56352,2706496,4520964,7227460,15949,42031,57980
26/8/2021,6849,16817,23666,1491582,2540244,4031826,11298,25726,37024,1232966,2023229,3256195,0,0,0,95,34,129,6476,24758,18283,9707,33362,23655,,,,18147,42543,60690,2724643,4563507,7288150,16191,41939,58130
27/8/2021,7218,16549,23767,1498800,2556793,4055593,11742,27583,39325,1244708,2050812,3295520,0,0,0,95,34,129,6354,24401,18047,9864,33721,23857,,,,18960,44132,63092,2743603,4607639,7351242,16226,41907,58132
28/8/2021,6302,15766,22068,1505102,2572559,4077661,10697,28110,38807,1255405,2078922,3334327,0,0,0,95,34,129,6365,24388,18024,9991,33909,23919,,,,16999,43876,60875,2760602,4651515,7412117,16363,41944,58307
29/8/2021,3268,15477,18745,1508370,2588036,4096406,6932,25420,32352,1262337,2104342,3366679,33,0,33,128,34,162,6326,23926,17599,10072,34492,24420,,,,10233,40897,51130,2770835,4692412,7463247,16406,42020,58426
30/8/2021,7188,16147,23335,1515558,2604183,4119741,13626,26982,40608,1275963,2131324,3407287,0,0,0,128,34,162,6281,23399,17118,10469,35604,25134,,,,20814,43129,63943,2791649,4735541,7527190,16758,42254,59012
31/8/2021,6360,13903,20263,1521918,2618086,4140004,13764,27349,41113,1289727,2158673,3448400,0,0,0,128,34,162,6202,22407,16204,11093,37226,26132,,,,20124,41252,61376,2811773,4776793,7588566,17300,42337,59637
1/9/2021,5857,16196,22053,1527775,2634282,4162057,9212,18064,27276,1298939,2176737,3475676,0,0,0,128,34,162,6149,21985,15836,11039,36644,25605,,,,15069,34260,49329,2826842,4811053,7637895,17192,41441,58634
2/9/2021,5521,15248,20769,1533296,2649530,4182826,9363,17685,27048,1308302,2194422,3502724,0,0,0,128,34,162,5959,21571,15612,10762,35218,24456,,,,14884,32933,47817,2841726,4843986,7685712,16726,40068,56795
3/9/2021,5388,17069,22457,1538684,2666599,4205283,11077,22689,33766,1319379,2217111,3536490,0,0,0,128,34,162,5698,21384,15687,10667,34424,23757,,,,16465,39758,56223,2858191,4883744,7741935,16370,39444,55813
4/9/2021,4270,18663,22933,1542954,2685262,4228216,10092,24236,34328,1329471,2241347,3570818,0,6,6,128,40,168,5407,21508,16100,10581,33784,23204,,,,14362,42905,57267,2872553,4926649,7799202,15993,39305,55298
5/9/2021,1913,14649,16562,1544867,2699911,4244778,5703,21001,26704,1335174,2262348,3597522,27,0,27,155,40,195,5214,21196,15982,10405,32978,22572,,,,7643,35650,43293,2880196,4962299,7842495,15623,38555,54178
6/9/2021,5089,10367,15456,1549956,2710278,4260234,9866,19999,29865,1345040,2282347,3627387,0,0,0,155,40,195,4914,20070,15156,9868,31443,21575,,,,14955,30366,45321,2895151,4992665,7887816,14786,36732,51518
7/9/2021,4504,8064,12568,1554460,2718342,4272802,8970,18526,27496,1354010,2300873,3654883,0,0,0,155,40,195,4649,18971,14322,9183,29498,20314,,,,13474,26590,40064,2908625,5019255,7927880,13836,34637,48473
8/9/2021,4408,7664,12072,1558868,2726006,4284874,9190,18690,27880,1363200,2319563,3682763,0,0,0,155,40,195,4442,17545,13103,9180,29584,20404,,,,13598,26354,39952,2922223,5045609,7967832,13626,33508,47134
9/9/2021,4570,8840,13410,1563438,2734846,4298284,9577,19844,29421,1372777,2339407,3712184,0,0,0,155,40,195,4306,16494,12188,9211,29923,20712,,,,14147,28684,42831,2936370,5074293,8010663,13521,32901,46422
10/9/2021,5131,10180,15311,1568569,2745026,4313595,10657,25642,36299,1383434,2365049,3748483,0,0,0,155,40,195,4269,15473,11204,9151,30285,21134,,,,15788,35822,51610,2952158,5110115,8062273,13424,32339,45763
11/9/2021,3800,12615,16415,1572369,2757641,4330010,9548,27572,37120,1392982,2392621,3785603,0,0,0,155,40,195,4202,14542,10340,9073,30684,21611,,,,13348,40187,53535,2965506,5150302,8115808,13279,31950,45229
12/9/2021,1673,8608,10281,1574042,2766249,4340291,5141,20836,25977,1398123,2413457,3811580,0,0,0,155,40,195,4168,13645,9477,8993,30580,21587,,,,6814,29444,36258,2972320,5179746,8152066,13161,31064,44224
13/9/2021,4341,6180,10521,1578383,2772429,4350812,8790,16975,25765,1406913,2430432,3837345,0,0,0,155,40,195,4061,12940,8879,8839,29994,21155,,,,13131,23155,36286,2985451,5202901,8188352,12900,30034,42934
14/9/2021,3829,4388,8217,1582212,2776817,4359029,7566,14081,21647,1414479,2444513,3858992,0,0,0,155,40,195,3965,12318,8354,8638,29158,20520,,,,11395,18469,29864,2996846,5221370,8218216,12603,28874,41477
15/9/2021,3777,4530,8307,1585989,2781347,4367336,7390,13927,21317,1421869,2458440,3880309,0,0,0,155,40,195,3874,11780,7906,8381,28221,19840,,,,11167,18457,29624,3008013,5239827,8247840,12256,27745,40001
16/9/2021,3368,5394,8762,1589357,2786741,4376098,7384,14699,22083,1429253,2473139,3902392,17,22,39,172,62,234,3703,11116,7414,8068,27173,19105,,,,10769,20115,30884,3018782,5259942,8278724,11773,26521,38294
17/9/2021,3852,7331,11183,1593209,2794072,4387281,8289,18164,26453,1437542,2491303,3928845,5,9,14,177,71,248,3520,10527,7007,7730,25766,18036,,,,12146,25504,37650,3030928,5285446,8316374,11253,25047,36300
18/9/2021,2746,8774,11520,1595955,2802846,4398801,7323,21669,28992,1444865,2512972,3957837,0,2,2,177,73,250,3369,9827,6458,7412,24605,17193,,,,10069,30445,40514,3040997,5315891,8356888,10784,23656,34440
19/9/2021,1150,5129,6279,1597105,2807975,4405080,3862,13361,17223,1448727,2526333,3975060,23,0,23,200,73,273,3295,9256,5961,7229,23354,16125,,,,5035,18490,23525,3046032,5334381,8380413,10530,22091,32621
20/9/2021,3181,4284,7465,1600286,2812259,4412545,6972,10548,17520,1455699,2536881,3992580,0,0,0,200,73,273,3129,8819,5690,6969,22176,15207,,,,10153,14832,24985,3056185,5349213,8405398,10105,20902,31007
21/9/2021,2323,3230,5553,1602609,2815489,4418098,5084,7972,13056,1460783,2544853,4005636,5,6,11,205,79,284,2914,8438,5525,6615,20949,14334,,,,7412,11208,18620,3063597,5360421,8424018,9536,19864,29400
22/9/2021,851,3307,4158,1603460,2818796,4422256,2374,10029,12403,1463157,2554882,4018039,0,0,0,205,79,284,2496,7846,5350,5898,19676,13777,,,,3225,13336,16561,3066822,5373757,8440579,8401,19133,27534
23/9/2021,3628,4454,8082,1607088,2823250,4430338,9290,16439,25729,1472447,2571321,4043768,0,0,0,205,79,284,2533,7749,5216,6171,20197,14026,,,,12918,20893,33811,3079740,5394650,8474390,8708,19244,27952
24/9/2021,4238,6752,10990,1611326,2830002,4441328,8155,18167,26322,1480602,2589488,4070090,0,0,0,205,79,284,2588,7721,5133,6151,20178,14026,,,,12393,24919,37312,3092133,5419569,8511702,8744,19160,27904
25/9/2021,3155,6945,10100,1614481,2836947,4451428,7293,21708,29001,1487895,2611196,4099091,0,0,0,205,79,284,2647,7518,4872,6147,20179,14032,,,,10448,28653,39101,3102581,5448222,8550803,8798,18904,27702
26/9/2021,1420,4504,5924,1615901,2841451,4457352,3594,14130,17724,1491489,2625326,4116815,0,0,0,205,79,284,2685,7467,4782,6109,20251,14142,,,,5014,18634,23648,3107595,5466856,8574451,8795,18925,27720
27/9/2021,4092,4335,8427,1619993,2845786,4465779,7109,11206,18315,1498598,2636532,4135130,4,4,8,209,83,292,2815,7605,4790,6128,20364,14236,,,,11205,15545,26750,3118800,5482401,8601201,8945,19027,27972
